"","experiment_alias","cell_line"
"823","GSM1608262","MCF10A"
"824","GSM1608263","MCF10A"
"825","GSM1608264","MCF10A"
"826","GSM1608265","MCF10A"
"827","GSM1608266","MCF10A"
"828","GSM1608267","MCF10A"
"829","GSM1608268","MCF10A"
"830","GSM1608269","MCF10A"
"831","GSM1608270","MCF10A"
"832","GSM1608271","MCF10A"
"833","GSM1608272","MCF10A"
"834","GSM1608273","MCF10A"
"835","GSM1608274","MCF10A"
"836","GSM1608275","MCF10A"
"837","GSM1608276","MCF10A"
"838","GSM1608277","MCF10A"
"839","GSM1608278","MCF10A"
"840","GSM1608279","MCF10A"
"841","GSM1608280","MCF10A"
"842","GSM1608281","MCF10A"
"843","GSM1608282","BJ"
"844","GSM1608283","BJ"
"845","GSM1608284","BJ"
"846","GSM1608285","BJ"
"847","GSM1608286","BJ"
"848","GSM1608287","BJ"
"849","GSM1608288","BJ"
"850","GSM1608289","BJ"
"851","GSM1608290","BJ"
"852","GSM1608291","BJ"
"853","GSM1608292","BJ"
"854","GSM1608293","BJ"
"855","GSM1608294","BJ"
"856","GSM1608295","BJ"
"857","GSM1608296","BJ"
"858","GSM1609377","GM_tissue"
"859","GSM1609378","GM_tissue"
"860","GSM1609379","GM_tissue"
"861","GSM1609380","GM_tissue"
"862","GSM1609381","GM_tissue"
"863","GSM1609382","GM_tissue"
"864","GSM1609383","GM_tissue"
"865","GSM1609384","GM_tissue"
"866","GSM1609385","GM_tissue"
"867","GSM1609386","GM_tissue"
"868","GSM1609387","GM_tissue"
"869","GSM1609388","GM_tissue"
"870","GSM1609389","GM_tissue"
"871","GSM1609390","GM_tissue"
"872","GSM1609391","GM_tissue"
"873","GSM1609392","GM_tissue"
"874","GSM1609393","GM_tissue"
"875","GSM1609394","GM_tissue"
"876","GSM1609395","GM_tissue"
"877","GSM1609396","GM_tissue"
"878","GSM1609397","GM_tissue"
"879","GSM1609398","GM_tissue"
"880","GSM1609399","GM_tissue"
"881","GSM1609400","GM_tissue"
"882","GSM1609401","GM_tissue"
"883","GSM1609402","GM_tissue"
"884","GSM1609403","GM_tissue"
"885","GSM1609404","GM_tissue"
"886","GSM1609405","GM_tissue"
"887","GSM1609406","GM_tissue"
"888","GSM1609407","GM_tissue"
"889","GSM1609408","GM_tissue"
"890","GSM1609409","GM_tissue"
"891","GSM1609410","GM_tissue"
"892","GSM1609411","GM_tissue"
"893","GSM1609412","GM_tissue"
"894","GSM1609413","GM_tissue"
"895","GSM1609414","GM_tissue"
"896","GSM1609415","GM_tissue"
"897","GSM1609416","GM_tissue"
"898","GSM1609417","GM_tissue"
"899","GSM1609418","GM_tissue"
"900","GSM1609419","GM_tissue"
"901","GSM1609420","GM_tissue"
"902","GSM1609421","GM_tissue"
"903","GSM1609422","GM_tissue"
"904","GSM1609423","GM_tissue"
"905","GSM1609424","GM_tissue"
"906","GSM1609425","GM_tissue"
"907","GSM1609426","GM_tissue"
"908","GSM1609427","GM_tissue"
"909","GSM1609428","GM_tissue"
"910","GSM1609429","GM_tissue"
"911","GSM1609430","GM_tissue"
"912","GSM1609431","GM_tissue"
"913","GSM1609432","GM_tissue"
"914","GSM1609433","GM_tissue"
"915","GSM1609434","GM_tissue"
"916","GSM1609435","GM_tissue"
"917","GSM1609436","GM_tissue"
"918","GSM1609437","GM_tissue"
"919","GSM1609438","GM_tissue"
"920","GSM1609439","GM_tissue"
"921","GSM1609440","GM_tissue"
"922","GSM1609441","GM_tissue"
"923","GSM1609442","GM_tissue"
"924","GSM1609443","GM_tissue"
"925","GSM1609444","GM_tissue"
"926","GSM1612017","olfactory epithelium"
"927","GSM1612018","olfactory epithelium"
"928","GSM1612019","olfactory epithelium"
"929","GSM1612020","olfactory epithelium"
"930","GSM1612021","olfactory epithelium"
"931","GSM1612022","olfactory epithelium"
"932","GSM1612023","olfactory epithelium"
"933","GSM1612024","olfactory epithelium"
"934","GSM1612025","olfactory epithelium"
"935","GSM1612026","olfactory epithelium"
"936","GSM1612027","olfactory epithelium"
"937","GSM1612028","olfactory epithelium"
"938","GSM1612420","HEK293"
"939","GSM1612421","HEK293"
"940","GSM1612422","HEK293"
"941","GSM1612423","HEK293"
"942","GSM1612424","HEK293"
"943","GSM1612425","HEK293"
"944","GSM1612426","HEK293"
"945","GSM1612427","HEK293"
"946","GSM1612428","HEK293"
"947","GSM1613689","Primary Keratinocytes"
"948","GSM1613690","Primary Keratinocytes"
"949","GSM1613691","Primary Keratinocytes"
"950","GSM1613692","Primary Keratinocytes"
"951","GSM1613693","Primary Keratinocytes"
"952","GSM1613694","Primary Keratinocytes"
"953","GSM1613695","Primary Keratinocytes"
"954","GSM1613696","Primary Keratinocytes"
"959","GSM1632189","U2OS"
"960","GSM1632190","U2OS"
"961","GSM1632191","U2OS"
"962","GSM1632192","U2OS"
"963","GSM1632193","U2OS"
"964","GSM1632194","U2OS"
"965","GSM1632594","primary macrophages"
"966","GSM1632595","primary macrophages"
"967","GSM1632596","primary macrophages"
"968","GSM1632597","primary macrophages"
"969","GSM1632598","primary macrophages"
"970","GSM1632599","primary macrophages"
"971","GSM1632600","primary macrophages"
"972","GSM1632601","primary macrophages"
"973","GSM1634443","U2OS"
"974","GSM1634444","U2OS"
"975","GSM1634445","U2OS"
"976","GSM1634446","U2OS"
"977","GSM1634447","U2OS"
"978","GSM1634448","U2OS"
"979","GSM1634449","U2OS"
"980","GSM1634450","U2OS"
"981","GSM1634451","U2OS"
"982","GSM1634452","U2OS"
"983","GSM1644076","liver"
"984","GSM1644077","liver"
"985","GSM1644078","liver"
"986","GSM1644079","liver"
"987","GSM1644080","liver"
"988","GSM1644081","liver"
"989","GSM1644082","liver"
"990","GSM1644083","liver"
"991","GSM1644084","liver"
"992","GSM1644085","liver"
"993","GSM1644086","liver"
"994","GSM1644087","liver"
"995","GSM1644088","liver"
"996","GSM1644089","liver"
"997","GSM1644090","liver"
"998","GSM1644091","liver"
"999","GSM1644092","liver"
"1000","GSM1644093","liver"
"1001","GSM1644094","liver"
"1002","GSM1644095","liver"
"1003","GSM1644096","liver"
"1004","GSM1644097","liver"
"1005","GSM1644098","liver"
"1006","GSM1644099","liver"
"1007","GSM1644100","liver"
"1008","GSM1644101","liver"
"1009","GSM1644102","liver"
"1010","GSM1644103","liver"
"1011","GSM1644104","liver"
"1012","GSM1644105","liver"
"1013","GSM1644106","liver"
"1014","GSM1644107","liver"
"1015","GSM1644108","liver"
"1016","GSM1644109","liver"
"1017","GSM1644110","liver"
"1018","GSM1644111","liver"
"1019","GSM1644112","liver"
"1020","GSM1644113","liver"
"1021","GSM1644114","liver"
"1022","GSM1644115","liver"
"1023","GSM1644116","liver"
"1024","GSM1644117","liver"
"1025","GSM1644118","liver"
"1026","GSM1644119","liver"
"1027","GSM1644120","liver"
"1028","GSM1644121","liver"
"1029","GSM1644122","liver"
"1030","GSM1644123","liver"
"1031","GSM1655059","ESC line CGR8"
"1032","GSM1655060","ESC line CGR8"
"1033","GSM1655061","ESC line CGR8"
"1034","GSM1655062","ESC line CGR8"
"1035","GSM1655063","ESC line CGR8"
"1036","GSM1655064","ESC line CGR8"
"1037","GSM1655065","ESC line CGR8"
"1038","GSM1655066","ESC line CGR8"
"1039","GSM1655067","ESC line CGR8"
"1040","GSM1655068","ESC line CGR8"
"1041","GSM1657720","RPE-1"
"1042","GSM1657721","RPE-1"
"1043","GSM1657722","RPE-1"
"1044","GSM1657723","RPE-1"
"1045","GSM1657724","RPE-1"
"1046","GSM1657725","RPE-1"
"1047","GSM1657726","RPE-1"
"1048","GSM1657727","RPE-1"
"1049","GSM1657728","RPE-1"
"1050","GSM1657729","RPE-1"
"1051","GSM1657730","RPE-1"
"1052","GSM1657731","RPE-1"
"1053","GSM1660950","Lymphocytes"
"1054","GSM1660951","Lymphocytes"
"1055","GSM1666805","embryonic fibroblast"
"1056","GSM1666806","embryonic fibroblast"
"1057","GSM1666807","embryonic fibroblast"
"1058","GSM1666808","embryonic fibroblast"
"1060","GSM1666810","embryonic fibroblast"
"1061","GSM1666811","embryonic fibroblast"
"1062","GSM1666812","embryonic fibroblast"
"1063","GSM1666813","embryonic fibroblast"
"1065","GSM1666815","embryonic fibroblast"
"1066","GSM1666816","embryonic fibroblast"
"1067","GSM1666817","embryonic fibroblast"
"1068","GSM1666818","embryonic fibroblast"
"1069","GSM1666819","embryonic fibroblast"
"1070","GSM1666820","embryonic fibroblast"
"1071","GSM1666821","embryonic fibroblast"
"1072","GSM1666822","embryonic fibroblast"
"1073","GSM1666823","embryonic fibroblast"
"1074","GSM1666824","embryonic fibroblast"
"1075","GSM1666825","embryonic fibroblast"
"1076","GSM1666826","embryonic fibroblast"
"1077","GSM1666827","embryonic fibroblast"
"1078","GSM1666828","embryonic fibroblast"
"1079","GSM1666829","embryonic fibroblast"
"1080","GSM1666830","embryonic fibroblast"
"1082","GSM1666832","embryonic fibroblast"
"1083","GSM1666833","embryonic fibroblast"
"1084","GSM1666834","embryonic fibroblast"
"1085","GSM1666835","embryonic fibroblast"
"1086","GSM1666836","embryonic fibroblast"
"1087","GSM1666837","embryonic fibroblast"
"1088","GSM1666838","embryonic fibroblast"
"1089","GSM1666839","embryonic fibroblast"
"1090","GSM1666840","embryonic fibroblast"
"1091","GSM1666841","embryonic fibroblast"
"1092","GSM1666842","embryonic fibroblast"
"1094","GSM1666844","embryonic fibroblast"
"1095","GSM1666845","embryonic fibroblast"
"1096","GSM1666846","embryonic fibroblast"
"1097","GSM1666847","embryonic fibroblast"
"1098","GSM1666848","embryonic fibroblast"
"1099","GSM1666849","embryonic fibroblast"
"1100","GSM1666850","embryonic fibroblast"
"1101","GSM1666851","embryonic fibroblast"
"1102","GSM1666852","embryonic fibroblast"
"1103","GSM1666853","embryonic fibroblast"
"1104","GSM1666854","embryonic fibroblast"
"1105","GSM1666855","embryonic fibroblast"
"1106","GSM1666856","embryonic fibroblast"
"1107","GSM1666857","embryonic fibroblast"
"1108","GSM1666858","embryonic fibroblast"
"1109","GSM1666859","embryonic fibroblast"
"1110","GSM1666860","embryonic fibroblast"
"1111","GSM1666861","embryonic fibroblast"
"1112","GSM1666862","embryonic fibroblast"
"1113","GSM1666863","embryonic fibroblast"
"1114","GSM1666864","embryonic fibroblast"
"1115","GSM1666865","embryonic fibroblast"
"1116","GSM1666866","embryonic fibroblast"
"1117","GSM1666867","embryonic fibroblast"
"1118","GSM1666868","embryonic fibroblast"
"1119","GSM1666869","embryonic fibroblast"
"1120","GSM1666870","embryonic fibroblast"
"1121","GSM1666871","embryonic fibroblast"
"1122","GSM1666872","embryonic fibroblast"
"1123","GSM1666873","embryonic fibroblast"
"1124","GSM1666874","embryonic fibroblast"
"1125","GSM1666875","embryonic fibroblast"
"1126","GSM1666876","embryonic fibroblast"
"1127","GSM1666877","embryonic fibroblast"
"1128","GSM1666878","embryonic fibroblast"
"1129","GSM1666879","embryonic fibroblast"
"1130","GSM1666880","embryonic fibroblast"
"1131","GSM1666881","embryonic fibroblast"
"1132","GSM1666882","embryonic fibroblast"
"1133","GSM1666883","embryonic fibroblast"
"1134","GSM1666884","embryonic fibroblast"
"1135","GSM1674110","embryonic fibroblast"
"1136","GSM1674111","embryonic fibroblast"
"1137","GSM1674112","embryonic fibroblast"
"1138","GSM1674113","embryonic fibroblast"
"1139","GSM1674114","embryonic fibroblast"
"1141","GSM1674116","embryonic fibroblast"
"1142","GSM1674117","embryonic fibroblast"
"1143","GSM1674118","embryonic fibroblast"
"1144","GSM1674119","embryonic fibroblast"
"1145","GSM1674120","embryonic fibroblast"
"1146","GSM1674121","embryonic fibroblast"
"1147","GSM1674122","embryonic fibroblast"
"1148","GSM1674123","embryonic fibroblast"
"1149","GSM1674124","embryonic fibroblast"
"1150","GSM1674125","embryonic fibroblast"
"1151","GSM1674126","embryonic fibroblast"
"1152","GSM1674127","embryonic fibroblast"
"1153","GSM1674128","embryonic fibroblast"
"1154","GSM1674129","embryonic fibroblast"
"1155","GSM1674130","embryonic fibroblast"
"1156","GSM1674131","embryonic fibroblast"
"1157","GSM1674132","embryonic fibroblast"
"1158","GSM1674133","embryonic fibroblast"
"1159","GSM1674134","embryonic fibroblast"
"1160","GSM1674135","embryonic fibroblast"
"1161","GSM1674136","embryonic fibroblast"
"1162","GSM1674137","embryonic fibroblast"
"1163","GSM1674138","embryonic fibroblast"
"1164","GSM1674139","embryonic fibroblast"
"1165","GSM1674140","embryonic fibroblast"
"1166","GSM1674141","embryonic fibroblast"
"1167","GSM1674142","embryonic fibroblast"
"1168","GSM1674143","embryonic fibroblast"
"1169","GSM1674144","embryonic fibroblast"
"1170","GSM1674145","embryonic fibroblast"
"1171","GSM1674146","embryonic fibroblast"
"1172","GSM1674147","embryonic fibroblast"
"1173","GSM1674148","embryonic fibroblast"
"1174","GSM1674149","embryonic fibroblast"
"1175","GSM1691196","MM1.S"
"1176","GSM1691197","MM1.S"
"1177","GSM1691198","MM1.S"
"1178","GSM1691199","MM1.S"
"1179","GSM1691200","MM1.S"
"1180","GSM1691201","MM1.S"
"1181","GSM1691202","MM1.S"
"1182","GSM1691203","MM1.S"
"1183","GSM1691204","MM1.S"
"1184","GSM1691205","MM1.S"
"1185","GSM1691206","MM1.S"
"1186","GSM1691207","MM1.S"
"1187","GSM1704503","Huh7"
"1191","GSM1704507","Huh7"
"1197","GSM1704513","Huh7"
"1198","GSM1704514","Huh7"
"1199","GSM1704515","Huh7"
"1200","GSM1704516","Huh7"
"1201","GSM1704517","Huh7"
"1202","GSM1704518","Huh7"
"1203","GSM1704519","Huh7"
"1204","GSM1704520","Huh7"
"1205","GSM1704521","Huh7"
"1206","GSM1704522","Huh7"
"1207","GSM1704523","Huh7"
"1208","GSM1704524","Huh7"
"1210","GSM1704526","Huh7"
"1211","GSM1704527","Huh7"
"1212","GSM1704528","Huh7"
"1213","GSM1704529","Huh7"
"1214","GSM1704530","Huh7"
"1215","GSM1704531","Huh7"
"1216","GSM1704532","Huh7"
"1217","GSM1704533","Huh7"
"1218","GSM1704534","Huh7"
"1219","GSM1704535","Huh7"
"1220","GSM1704536","Huh7"
"1221","GSM1704537","Huh7"
"1222","GSM1704538","Huh7"
"1223","GSM1704539","Huh7"
"1224","GSM1704540","Huh7"
"1225","GSM1704541","Huh7"
"1226","GSM1704542","Huh7"
"1227","GSM1704543","Huh7"
"1228","GSM1704544","Huh7"
"1229","GSM1704545","Huh7"
"1230","GSM1704546","Huh7"
"1231","GSM1704547","Huh7"
"1232","GSM1704548","Huh7"
"1233","GSM1704549","Huh7"
"1234","GSM1704550","Huh7"
"1235","GSM1704551","Huh7"
"1236","GSM1704552","Huh7"
"1237","GSM1704553","Huh7"
"1238","GSM1704554","Huh7"
"1239","GSM1704555","Huh7"
"1240","GSM1704556","Huh7"
"1241","GSM1704557","Huh7"
"1242","GSM1704558","Huh7"
"1243","GSM1704559","Huh7"
"1244","GSM1704560","Huh7"
"1245","GSM1704561","Huh7"
"1246","GSM1704562","Huh7"
"1247","GSM1704563","Huh7"
"1248","GSM1704564","Huh7"
"1249","GSM1704565","Huh7"
"1250","GSM1704566","Huh7"
"1251","GSM1704567","Huh7"
"1252","GSM1704568","Huh7"
"1253","GSM1704569","Huh7"
"1254","GSM1704570","Huh7"
"1255","GSM1704571","Huh7"
"1256","GSM1704572","Huh7"
"1257","GSM1704573","Huh7"
"1258","GSM1704574","Huh7"
"1259","GSM1704575","Huh7"
"1260","GSM1704576","Huh7"
"1261","GSM1704577","Huh7"
"1262","GSM1704578","Huh7"
"1263","GSM1704579","Huh7"
"1264","GSM1704580","Huh7"
"1265","GSM1704581","Huh7"
"1266","GSM1704582","Huh7"
"1267","GSM1704583","Huh7"
"1268","GSM1704584","Huh7"
"1269","GSM1704585","Huh7"
"1270","GSM1704586","Huh7"
"1271","GSM1704587","Huh7"
"1272","GSM1704588","Huh7"
"1273","GSM1704589","Huh7"
"1274","GSM1704590","Huh7"
"1275","GSM1704591","Huh7"
"1276","GSM1704592","Huh7"
"1277","GSM1704593","Huh7"
"1278","GSM1704594","Huh7"
"1280","GSM1704596","Huh7"
"1281","GSM1704597","Huh7"
"1282","GSM1704598","Huh7"
"1283","GSM1704599","Huh7"
"1284","GSM1704600","Huh7"
"1285","GSM1704601","Huh7"
"1286","GSM1704602","Huh7"
"1287","GSM1704603","Huh7"
"1288","GSM1704604","Huh7"
"1289","GSM1704605","Huh7"
"1290","GSM1704606","Huh7"
"1291","GSM1704607","Huh7"
"1292","GSM1704608","Huh7"
"1293","GSM1704609","Huh7"
"1294","GSM1704610","Huh7"
"1295","GSM1704611","Huh7"
"1296","GSM1704612","Huh7"
"1297","GSM1704613","Huh7"
"1298","GSM1704614","Huh7"
"1299","GSM1704615","Huh7"
"1300","GSM1704616","Huh7"
"1301","GSM1704617","Huh7"
"1302","GSM1704618","Huh7"
"1303","GSM1707648","gastrocnemius tissue"
"1304","GSM1707649","gastrocnemius tissue"
"1305","GSM1707650","gastrocnemius tissue"
"1306","GSM1707651","gastrocnemius tissue"
"1307","GSM1707652","gastrocnemius tissue"
"1308","GSM1707653","gastrocnemius tissue"
"1309","GSM1707654","gastrocnemius tissue"
"1310","GSM1707655","gastrocnemius tissue"
"1311","GSM1709012","embryonic fibroblast"
"1315","GSM1709016","embryonic fibroblast"
"1316","GSM1709017","embryonic fibroblast"
"1318","GSM1709019","embryonic fibroblast"
"1320","GSM1709021","embryonic fibroblast"
"1321","GSM1709022","embryonic fibroblast"
"1322","GSM1709023","embryonic fibroblast"
"1323","GSM1709024","embryonic fibroblast"
"1326","GSM1709027","embryonic fibroblast"
"1328","GSM1709029","embryonic fibroblast"
"1330","GSM1709031","embryonic fibroblast"
"1331","GSM1709032","embryonic fibroblast"
"1332","GSM1709033","embryonic fibroblast"
"1333","GSM1709034","embryonic fibroblast"
"1334","GSM1709035","embryonic fibroblast"
"1335","GSM1709036","embryonic fibroblast"
"1336","GSM1709037","embryonic fibroblast"
"1337","GSM1709038","embryonic fibroblast"
"1338","GSM1709039","embryonic fibroblast"
"1339","GSM1709040","embryonic fibroblast"
"1340","GSM1709041","embryonic fibroblast"
"1341","GSM1709042","embryonic fibroblast"
"1342","GSM1709043","embryonic fibroblast"
"1343","GSM1709044","embryonic fibroblast"
"1344","GSM1709045","embryonic fibroblast"
"1345","GSM1709046","embryonic fibroblast"
"1346","GSM1709047","embryonic fibroblast"
"1347","GSM1709048","embryonic fibroblast"
"1348","GSM1709049","embryonic fibroblast"
"1349","GSM1709050","embryonic fibroblast"
"1350","GSM1709051","embryonic fibroblast"
"1351","GSM1712271","CRL-1634"
"1352","GSM1712272","CRL-1634"
"1353","GSM1712273","CRL-1634"
"1354","GSM1712274","CRL-1634"
"1355","GSM1712275","CRL-1634"
"1356","GSM1712276","CRL-1634"
"1357","GSM1712277","CRL-1634"
"1358","GSM1712278","CRL-1634"
"1359","GSM1712279","CRL-1634"
"1360","GSM1712280","CRL-1634"
"1361","GSM1712281","CRL-1634"
"1362","GSM1712282","CRL-1634"
"1363","GSM1712283","CRL-1634"
"1364","GSM1712284","CRL-1634"
"1365","GSM1712825","Kidney normal tissue"
"1366","GSM1712826","Kidney normal tissue"
"1367","GSM1712827","ccRCC"
"1368","GSM1712828","ccRCC"
"1369","GSM1712829","ccRCC"
"1370","GSM1712830","ccRCC"
"1371","GSM1712831","Kidney normal tissue"
"1372","GSM1712832","Kidney normal tissue"
"1373","GSM1712833","ccRCC"
"1374","GSM1712834","ccRCC"
"1375","GSM1712835","ccRCC"
"1376","GSM1712836","ccRCC"
"1377","GSM1712837","SUM159"
"1378","GSM1712838","SUM159"
"1379","GSM1712839","SUM159"
"1380","GSM1712840","MCF10A"
"1381","GSM1712841","MCF10A"
"1382","GSM1712842","MCF10A"
"1383","GSM1712843","MCF7"
"1384","GSM1712844","T47D"
"1385","GSM1712845","MDA-MB-231"
"1386","GSM1712846","Hs578t"
"1387","GSM1712847","MCF7"
"1388","GSM1712848","T47D"
"1389","GSM1712849","MDA-MB-231"
"1390","GSM1712850","Hs578t"
"1391","GSM1717847","liver"
"1392","GSM1717848","liver"
"1393","GSM1717849","liver"
"1394","GSM1717850","liver"
"1395","GSM1717851","liver"
"1396","GSM1717852","liver"
"1397","GSM1717853","liver"
"1398","GSM1717854","liver"
"1399","GSM1717855","liver"
"1400","GSM1717856","liver"
"1401","GSM1717857","liver"
"1402","GSM1717858","liver"
"1403","GSM1717890","HeLa"
"1404","GSM1717891","HeLa"
"1405","GSM1717892","HeLa"
"1406","GSM1717893","HeLa"
"1407","GSM1720803","HEK293"
"1408","GSM1720804","HEK293"
"1409","GSM1720805","HEK293"
"1411","GSM1720807","HEK293"
"1412","GSM1720808","HEK293"
"1413","GSM1720809","HEK293"
"1414","GSM1720810","HEK293"
"1415","GSM1720811","HEK293"
"1416","GSM1720812","HEK293"
"1417","GSM1720813","HEK293"
"1418","GSM1720814","HEK293"
"1419","GSM1720815","HEK293"
"1420","GSM1720816","HEK293"
"1421","GSM1720817","HEK293"
"1422","GSM1782874","H1"
"1423","GSM1782875","H1"
"1424","GSM1782876","H1"
"1425","GSM1782877","H1"
"1426","GSM1782878","H1"
"1427","GSM1782879","H1"
"1428","GSM1782880","H1"
"1429","GSM1782881","H1"
"1430","GSM1782882","H1"
"1431","GSM1782883","H1"
"1432","GSM1782884","H1"
"1433","GSM1782885","H1"
"1434","GSM1782886","H1"
"1435","GSM1782887","H1"
"1436","GSM1819217","HEK293"
"1437","GSM1819218","HEK293"
"1438","GSM1819219","HEK293"
"1440","GSM1819221","HEK293"
"1442","GSM1819223","HEK293"
"1443","GSM1819224","HEK293"
"1444","GSM1819225","HEK293"
"1448","GSM1819229","HEK293"
"1449","GSM1819230","HEK293"
"1450","GSM1819231","HEK293"
"1451","GSM1819232","HEK293"
"1452","GSM1819233","HEK293"
"1453","GSM1819234","HEK293"
"1454","GSM1819235","HEK293"
"1455","GSM1819236","HEK293"
"1456","GSM1819237","HEK293"
"1457","GSM1819238","HEK293"
"1458","GSM1819239","HEK293"
"1459","GSM1819240","HEK293"
"1460","GSM1832719","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1461","GSM1832720","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1462","GSM1832721","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1463","GSM1832722","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1464","GSM1832723","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1465","GSM1832724","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1466","GSM1832725","Spontaneously Immortalized Mouse Keratinocyte Cult"
"1467","GSM1832726","Spontaneously Immortalized Mouse Keratinocyte Cult"
